Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
19,Rattata,normal,,field,rattata-2,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
19,Rattata,normal,,field,rattata-3,Overworld,Deep Dark,,,Any,Any,,,derelict,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
19,Rattata Alolan,normal,,field,rattata-alolan-4,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
19,Rattata Alolan,normal,,field,rattata-alolan-5,Overworld,Deep Dark,,,Any,Any,,,derelict,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
19,Rattata Alolan,normal,,field,rattata-alolan-6,Spooky,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
19,Rattata Alolan,normal,,field,rattata-alolan-7,Spooky,,,,Any,Any,,,derelict,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
556,Maractus,grass,,grass,maractus-1,Sandy,,,,Any,Any,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
965,Varoom,steel,poison,mineral,varoom-1,Badlands,,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
965,Varoom,steel,poison,mineral,varoom-2,Overworld,,,,Any,Any,,,,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
959,Tinkaton,fairy,steel,fairy,tinkaton-1,Overworld,,,,Any,Any,,,"natural, ruins, wild",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
131,Lapras,water,ice,"monster, water_1",lapras-1,Frozen Ocean,,,,Any,Any,,,water_surface,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
131,Lapras,water,ice,"monster, water_1",lapras-2,Ocean,Frozen Ocean,,,Any,Any,,,water_surface,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
448,Lucario,fighting,steel,"field, human_like",lucario-1,Mountain,,,,Any,Any,,,"natural, wild",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
134,Vaporeon,water,,field,vaporeon-1,,,,,Any,Any,,,"natural, freshwater",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
134,Vaporeon,water,,field,vaporeon-2,,,,,Any,Any,,,"freshwater, underwater",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
134,Vaporeon,water,,field,vaporeon-3,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
134,Vaporeon,water,,field,vaporeon-4,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
134,Vaporeon,water,,field,vaporeon-5,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
313,Volbeat,bug,,"bug, human_like",volbeat-1,Freshwater,,,,Any,Clear,,,"freshwater, natural, treetop",5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
313,Volbeat,bug,,"bug, human_like",volbeat-2,Freshwater,,,,Any,Clear,,,"freshwater, water_surface",5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
313,Volbeat,bug,,"bug, human_like",volbeat-3,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,3.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
313,Volbeat,bug,,"bug, human_like",volbeat-4,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,water_surface,3.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
280,Ralts,psychic,fairy,"human_like, amorphous",ralts-1,"Floral, Magical, Snowy Forest",,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
280,Ralts,psychic,fairy,"human_like, amorphous",ralts-2,Overworld,,,,Any,Any,,,"natural, urban",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
280,Ralts,psychic,fairy,"human_like, amorphous",ralts-3,Overworld,,,,Any,Any,,,"natural, village",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
280,Ralts,psychic,fairy,"human_like, amorphous",ralts-4,Overworld,,,,Any,Any,,,mansion,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
764,Comfey,fairy,,grass,comfey-1,"Floral, Tropical Land",,,,Any,Any,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
764,Comfey,fairy,,grass,comfey-2,Overworld,,,,Any,Any,,,"natural, flowers",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
764,Comfey,fairy,,grass,comfey-3,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
551,Sandile,ground,dark,field,sandile-1,Desert,,,,Any,Any,,,"natural, wild",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
923,Pawmot,electric,fighting,field,pawmot-1,Plains,,,,Any,Any,,,natural,0.18,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
2,Ivysaur,grass,poison,"monster, grass",ivysaur-1,"Jungle, Tropical Land",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
656,Froakie,water,,water_1,froakie-1,,,,,Any,Any,,,"natural, freshwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
656,Froakie,water,,water_1,froakie-2,,,,,Any,Any,,,"freshwater, underwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
147,Dratini,dragon,,"water_1, dragon",dratini-1,Overworld,,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
147,Dratini,dragon,,"water_1, dragon",dratini-2,Overworld,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
147,Dratini,dragon,,"water_1, dragon",dratini-3,Ocean,,,,Any,Any,,,"underwater, ocean_ruins",90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
254,Sceptile,grass,,"monster, dragon",sceptile-1,Jungle,,,,Any,Any,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
753,Fomantis,grass,,grass,fomantis-1,Floral,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
753,Fomantis,grass,,grass,fomantis-2,"Jungle, Tropical Land",,,,Any,Any,,,"natural, wild",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
753,Fomantis,grass,,grass,fomantis-3,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
602,Tynamo,electric,,amorphous,tynamo-1,Cave,,,,Any,Any,,,underwater,9.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
602,Tynamo,electric,,amorphous,tynamo-2,Lush,,,,Any,Any,,,underwater,5.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
7,Squirtle,water,,"monster, water_1",squirtle-1,,,,,Any,Any,,,"natural, river",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
7,Squirtle,water,,"monster, water_1",squirtle-2,,,,,Any,Any,,,"river, underwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
577,Solosis,psychic,,amorphous,solosis-1,Magical,,,,Any,Any,,,natural,9.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
340,Whiscash,water,ground,water_2,whiscash-1,Swamp,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
392,Infernape,fire,fighting,"field, human_like",infernape-1,Mountain,,,,Any,Clear,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
392,Infernape,fire,fighting,"field, human_like",infernape-2,Nether/ Forest,,,,Any,Any,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
1018,Archaludon,steel,dragon,"mineral, dragon",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
1013,Sinistcha,grass,ghost,"mineral, amorphous",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
411,Bastiodon,rock,steel,monster,bastiodon-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
93,Haunter,ghost,poison,amorphous,haunter-1,Overworld,Deep Dark,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
93,Haunter,ghost,poison,amorphous,haunter-2,Overworld,Deep Dark,,,Any,Any,,,derelict,0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
93,Haunter,ghost,poison,amorphous,haunter-3,Spooky,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
93,Haunter,ghost,poison,amorphous,haunter-4,Nether,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
297,Hariyama,fighting,,human_like,hariyama-1,Mountain,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
487,Giratina,ghost,dragon,undiscovered,giratina-1,End,,,,Any,Any,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
815,Cinderace,fire,,"field, human_like",cinderace-1,"Grassland, Tundra",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
50,Diglett,ground,,field,diglett-1,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
50,Diglett Alolan,ground,,field,diglett-alolan-2,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
86,Seel,water,,"water_1, field",seel-1,Frozen Ocean,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
86,Seel,water,,"water_1, field",seel-2,Frozen Ocean,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
927,Dachsbun,fairy,,"field, mineral",dachsbun-1,Overworld,,,,Any,Any,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
927,Dachsbun,fairy,,"field, mineral",dachsbun-2,Overworld,,,,Any,Any,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
968,Orthworm,steel,,field,orthworm-1,Desert,,,,Any,Any,,,natural,2.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
283,Surskit,bug,water,"water_1, bug",surskit-1,Freshwater,,,,Any,Clear,,,"water_surface, freshwater",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
283,Surskit,bug,water,"water_1, bug",surskit-2,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
716,Xerneas,fairy,,undiscovered,xerneas-1,Floral,,,,Any,Clear,,,,0.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
450,Hippowdon,ground,,field,hippowdon-1,Desert,,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
920,Lokix,bug,dark,bug,lokix-1,Plains,,,,Any,Any,,,,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
920,Lokix,bug,dark,bug,lokix-2,Forest,"Cold Ocean, Freezing, Peak, Taiga, Tundra",,,Any,Any,,,,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
808,Meltan,steel,,undiscovered,meltan-1,Deep Dark,,,,Any,Any,,,,2.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
189,Jumpluff,grass,flying,"fairy, grass",jumpluff-1,Plains,,,,Any,Clear,,,,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
652,Chesnaught,grass,fighting,field,chesnaught-1,Forest,Spooky,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
3861,Deoxys-Attack,psychic,,undiscovered,Not Available,,,,,,,,,,,,,,BCG x AllTheMons 1.1.1.zip
215,Sneasel,dark,ice,field,sneasel-1,Taiga,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
215,Sneasel Hisuian,dark,ice,field,sneasel-hisuian-2,Mountain,"Arid, Taiga",,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
601,Klinklang,steel,,mineral,klinklang-1,Overworld,Deep Dark,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
601,Klinklang,steel,,mineral,klinklang-2,Overworld,,,,Any,Any,,,redstone,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
49,Venomoth,bug,poison,bug,venomoth-1,"Spooky, Swamp",,,,Any,Clear,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
758,Salazzle,poison,fire,"monster, dragon",salazzle-1,Volcanic,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
758,Salazzle,poison,fire,"monster, dragon",salazzle-2,"Badlands, Mountain",Volcanic,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
758,Salazzle,poison,fire,"monster, dragon",salazzle-3,Nether/ Basalt,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
758,Salazzle,poison,fire,"monster, dragon",salazzle-4,Nether/ Desert,,,,Any,Any,,,natural,0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
252,Treecko,grass,,"monster, dragon",treecko-1,Jungle,,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
1012,Poltchageist,grass,ghost,"mineral, amorphous",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
535,Tympole,water,,water_1,tympole-1,River,,,,Any,Any,,,underwater,9.9,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
740,Crabominable,fighting,ice,water_3,crabominable-1,Peak,,,,Any,Any,,,natural,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
995,Ironthorns,rock,electric,undiscovered,ironthorns,Lush,,,,Any,Any,,,,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
518,Musharna,psychic,,field,musharna-1,Overworld,,,,Any,Any,,,,3.2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
492,Shaymin,grass,,undiscovered,shaymin-1,Floral,,,,Any,Any,,,natural,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
687,Malamar,dark,psychic,"water_1, water_2",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
926,Fidough,fairy,,"field, mineral",fidough-1,Overworld,,,,Any,Any,,,"natural, urban",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
926,Fidough,fairy,,"field, mineral",fidough-2,Overworld,,,,Any,Any,,,"natural, village",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott,water,,field,dewott-1,Beach,Freezing,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott,water,,field,dewott-2,Beach,Freezing,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott Region_Bias=Hisui,water,,field,dewott-hisui-3,Coast,Beach,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott Region_Bias=Hisui,water,,field,dewott-hisui-4,Coast,Beach,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott Region_Bias=Hisui,water,,field,dewott-hisui-5,Snowy Beach,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
502,Dewott Region_Bias=Hisui,water,,field,dewott-hisui-6,Snowy Beach,,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
661,Fletchling,normal,flying,flying,fletchling-1,"Forest, Sky, Taiga",,,,Any,Any,,,"natural, treetop",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
661,Fletchling,normal,flying,flying,fletchling-3,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,Any,Any,,,"natural, treetop",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
668,Pyroar,fire,normal,field,pyroar-1,"Badlands, Savanna, Jungle",,,,Any,Any,,,natural,8.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
471,Glaceon,ice,,field,glaceon-1,Freezing,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
471,Glaceon,ice,,field,glaceon-2,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
471,Glaceon,ice,,field,glaceon-3,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
471,Glaceon,ice,,field,glaceon-4,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
343,Baltoy,ground,psychic,mineral,baltoy-1,Sandy,Deep Dark,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
343,Baltoy,ground,psychic,mineral,baltoy-2,Overworld,,,,Any,Any,,,"natural, desert_pyramid",54.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
343,Baltoy,ground,psychic,mineral,baltoy-3,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
79,Slowpoke,water,psychic,"monster, water_1",slowpoke-1,Beach,,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
79,Slowpoke,water,psychic,"monster, water_1",slowpoke-2,,,,,Any,Any,,,"natural, river",6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
473,Mamoswine,ice,ground,field,mamoswine-1,Tundra,,,,Any,Any,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
253,Grovyle,grass,,"monster, dragon",grovyle-1,Jungle,,,,Any,Any,,,"natural, treetop",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
819,Skwovet,normal,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
222,Corsola Galarian=True,water,rock,"water_1, water_3",corsola-galarian,Ocean,,,,Any,Any,,,underwater,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
222,Corsola Galarian=True,water,rock,"water_1, water_3",corsola-galarian-2,Warm Ocean,,,,Any,Any,,,underwater,9.2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
593,Jellicent,water,ghost,amorphous,jellicent-1,Ocean,,,,Any,Any,,,underwater,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
593,Jellicent,water,ghost,amorphous,jellicent-2,Ocean,,,,Any,Any,,,water_surface,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
593,Jellicent,water,ghost,amorphous,jellicent-3,Ocean,,,,Any,Any,,1,water_surface,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
593,Jellicent,water,ghost,amorphous,jellicent-4,Ocean,,,,Any,Any,1,,water_surface,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
250,Ho-Oh,fire,flying,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
682,Spritzee,fairy,,fairy,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
793,Nihilego,rock,poison,undiscovered,nihilego-1,Swamp,,,,Any,Any,,,,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
648,Meloetta,normal,psychic,undiscovered,meloetta-1,"Floral, Plains",,,,Any,Any,,,,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
952,Scovillain,grass,fire,grass,scovillain-1,Arid,,,,Any,Any,,,,0.6,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
747,Mareanie,poison,water,water_1,mareanie-1,Beach,,,,Any,Any,,,natural,10,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
747,Mareanie,poison,water,water_1,mareanie-2,Warm Ocean,,,,Any,Any,,,underwater,10,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
552,Krokorok,ground,dark,field,krokorok-1,Desert,,,,Any,Any,,,"natural, wild",0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
77,Ponyta,fire,,field,ponyta-1,Grassland,,,,Any,Clear,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
